"linha_original_aproximada","Nome da Música","Artista","Gênero Musical","Letra da Música","genero_filtrado"
"794","forró e desmantelo","manim vaqueiro","forró","manim vaqueiro o teu olhar paralisou meu coração tua beleza é a mais nome_fem perfeição o teu cheiro enfeitiçou esse vaqueiro fiquei na sua mão encontrei em você  meu bem o par perfeito que eu sempre sonhei pra mim e toda vaquejada é assim tome forró e desmantelo  telo eu e você dançando a noite toda eu perdidinho no teu beijo  beijo minha vaqueira  é bom demais amar você e você me amar tome forró e desmantelo  telo eu e você dançando a noite toda e eu perdidinho no teu beijo  beijo minha vaqueira  é bom demais amar você e você me amar o teu olhar paralisou meu coração tua beleza é a mais nome_fem perfeição o teu cheiro enfeitiçou esse vaqueiro fiquei na sua mão encontrei em você  meu bem o par perfeito que eu sempre sonhei pra mim e toda vaquejada é assim tome forró e desmantelo  telo eu e você dançando a noite toda eu perdidinho no teu beijo  beijo minha vaqueira  é bom demais amar você e você me amar tome forró e desmantelo  telo eu e você dançando a noite toda e eu perdidinho no teu beijo  beijo minha vaqueira  é bom demais amar você e você me amar","forró"
"795","novinha não chora","wesley safadão","forró","o familia_masc ela_similares brincou só que ela_similares acordou na balada brotou  tá solta por um tempo ela_similares chorou só que não demorou com as amigas bailou  tá louca não precisa ele_similares pra porra nenhuma você só precisa agora se amar namoro acaba  a festa continua se solta e deixa essa vibe te levar familia_fem não chora sorria  que a vida é uma putaria senta  senta na putaria joga  joga na putaria com o teu ex é só tristeza pra tu é só alegria familia_fem não chora sorria  que a vida é uma putaria senta  senta na putaria joga  joga na putaria com o teu ex é só tristeza pra tu é só alegria o familia_masc ela_similares brincou só que ela_similares acordou na balada brotou  tá solta por um tempo ela_similares chorou só que não demorou com as amigas bailou  tá louca não precisa ele_similares pra porra nenhuma você só precisa agora se amar namoro acaba  a festa continua se solta e deixa essa vibe te levar familia_fem não chora sorria  que a vida é uma putaria senta  senta na putaria joga  joga na putaria com o teu ex é só tristeza pra tu é só alegria familia_fem não chora sorria  que a vida é uma putaria senta  senta na putaria joga  joga na putaria com o teu ex é só tristeza pra tu é só alegria joga  joga na putaria senta  senta na putaria joga  joga na putaria","forró"
"797","me liga, me chama - ao vivo","os barões da pisadinha","forró","tá de familia_masc novo tá dando um gelinho em mim eu nem vou te procurar boa sorte com esse ele_similares aí se terminou tá terminado a gente não precisa brigar mas não apaga meu contato que um dia você pode precisar se ele_similares não dá conta do recado em cima da sua cama me liga me chama me liga me chama se ele_similares não te deixa molhadinha e nem com a perna bamba me liga me chama me liga me chama se ele_similares não dá conta do recado em cima da sua cama me liga me chama me liga me chama se ele_similares não te deixa molhadinha e nem com a perna bamba me liga me chama me liga me chama tá de familia_masc novo tá dando um gelinho em mim eu nem vou te procurar boa sorte com esse ele_similares aí se terminou tá terminado a gente não precisa brigar mas não apaga meu contato que um dia você pode precisar se ele_similares não dá conta do recado em cima da sua cama me liga me chama me liga me chama se ele_similares não te deixa molhadinha e nem com a perna bamba me liga me chama me liga me chama se ele_similares não dá conta do recado em cima da sua cama me liga me chama me liga me chama se ele_similares não te deixa molhadinha e nem com a perna bamba me liga me chama me liga me chama","forró"
"802","barulho do prazer","henry freitas","forró","o esporte preferido ela_similares é dá perdido em vacilão já tô sabendo ela_similares arranca o teu sim até quando você quer dizer não então vai vendo grandona igual a vontade de se envolver  doidona igual a loucura que eu quero fazer já que tem faísca vamo jogar gasolina só pra ver vai pegar fogo nós dois lá no meu cafofo vuco vuco  vira olho tua perna vai tremer no corpo a corpo cada bota é um papoco os ele_similares vão ficar doido com o barulho do prazer vai pegar fogo nós dois lá no meu cafofo vuco vuco  vira olho tua perna vai tremer no corpo a corpo cada bota é um papoco os ele_similares vão ficar doido com o barulho do prazer ela_similares  olha o barulinho do amor olha o barulinho do amor querida  olha o barulinho do amor olha o barulinho do amor é só botada  botada  botada  botada  botada no teu popô é só botada concentrada arrebentando o teu popô é só botada concentrada arrebentando o teu popô não é segredo  a gente pega fogo apaixonou porque eu faço gostoso pouca pausa  me pede de novo senta pro ele_similares  ele_similares do cafofo vai pegar fogo nós dois lá no meu cafofo vuco vuco  vira olho tua perna vai tremer no corpo a corpo cada bota é um papoco os ele_similares vão ficar doido com o barulho do prazer vai pegar fogo nós dois lá no meu cafofo vuco vuco  vira olho tua perna vai tremer no corpo a corpo cada bota é um papoco os ele_similares vão ficar doido com o barulho do prazer ela_similares  olha o barulinho do amor olha o barulinho do amor querida  olha o barulinho do amor olha o barulinho do amor é só botada  botada  botada  botada  botada no teu popô é só botada concentrada arrebentando o teu popô é só botada concentrada arrebentando o teu popô","forró"
"804","casca de bala","thullio milionário","forró","e final de semana tem  nós vamos para o bolão eu e casca de bala  derrubar o boi no chão final de semana tem  nós vamos para o bolão eu e casca de bala  derrubar o boi no chão vai rolar muita cachaça e o paredão ligado cinco horas da manhã e nós botando pegado as vaqueirinhas tudo bêba  já tudo endreada só dá eu e meu parceiro  o  o casca de bala eu e casca de bala eu e casca de bala nós não perde uma vaquejada nós não perde uma vaquejada eu e casca de bala eu e casca de bala nós não perde uma vaquejada nós não perde uma vaquejada e final de semana tem  nós vamos para o bolão eu e casca de bala  derrubar o boi no chão final de semana tem  nós vamos para o bolão eu e casca de bala  derrubar o boi no chão vai rolar muita cachaça e o paredão ligado cinco horas da manhã e nós botando pegado as vaqueirinhas tudo bêba  já tudo endreada só dá eu e meu parceiro  o  o casca de bala eu e casca de bala eu e casca de bala nós não perde uma vaquejada nós não perde uma vaquejada eu e casca de bala eu e casca de bala nós não perde uma vaquejada nós não perde uma vaquejada","forró"
"806","tem café","henry freitas","forró","você já sabe qual é quando você ver o meu sinal tá na hora de meter o pé pra minha casa  é mais uma da prévia da terapia   e não é pra ir tomar café  balança  balança   você já sabe qual é é só ir seguindo a marginal passa o shopping tatuapé já tá em casa  derruba   e não é pra ir tomar café tem café  mas prefiro um chá que é pra relaxar  te deixar louca tem café  mas prefiro um chá que é pra relaxar e te deixar louca e eu gosto quando você fica louca fica assanhada  fica toda solta faz ele_similares de safada e vem tirar a roupa gosta da terapia  disse que hoje fica louca e  por mim  pode continuar e  por mim  não tem por que parar se tem o que fazer  en então tão faça sei que ela_similares gosta da terapia de graça e eu não sei quem inventou a vodka mas  que invenção de outro patamar ela_similares me disse que gosta da terapia do nome_masc freitas todo dia  ela_similares gosta de balançar quando eu te vi  eu  tava bem louco","forró"
"807","chorei na vaquejada","eric land","forró","cinco da manhã o dia amanhecendo na pista ainda tem cavalo correndo o litro de dreher já foi o terceiro já tá tudo rodando  tô pra lá de bebo procurando área pra ligar pra ela_similares mesmo sabendo que ela_similares não vai me atender eu tô no vaquejada mas com a mente nela ô vaqueiro pra sofrer chorei  na vaquejada eu chorei quando tocou a nossa música lembrei chorei  chorei  chorei  chorei saudade da minha morena  eu chorei na vaquejada eu chorei quando tocou a nossa música lembrei chorei  chorei  chorei  chorei saudades da minha morena  chorei","forró"
"809","cenário de uma revoada - ao vivo","tarcísio do acordeon","forró","eu acordei no quarto escuro só lembrando os flashes de alguém que fez gostoso e sumiu no mundo whisky na metade long neck esvaziada esse é o cenário de uma revoada guardei na mente o sexo proibído mas o contato ela_similares não ficou comigo procura se um amor bandido saudade você descendo do salto e partindo pra sacanagem cê cheia de tesão eu cheio de vontade eu preso no seu quarto é minha liberdade saudade  saudade  saudade saudade você descendo do salto e partindo pra sacanagem cê cheia de tesão eu cheio de vontade eu preso no seu quarto é minha liberdade saudade  saudade  saudade eu acordei no quarto escuro só lembrando os flashes de alguém que fez gostoso e sumiu no mundo whisky na metade long neck esvaziada esse é o cenário de uma revoada guardei na minha mente o sexo proibído mas o contato ela_similares não ficou comigo procura se um amor bandido saudade você descendo do salto e partindo pra sacanagem cê cheia de tesão eu cheio de vontade eu preso no seu quarto é minha liberdade saudade  saudade  saudade saudade você descendo do salto e partindo pra sacanagem cê cheia de tesão eu cheio de vontade eu preso no seu quarto é minha liberdade saudade  saudade  saudade saudade você descendo do salto e partindo pra sacanagem cê cheia de tesão eu cheio de vontade eu preso no seu quarto é minha liberdade saudade  saudade  saudade saudade você descendo do salto e partindo pra sacanagem cê cheia de tesão eu cheio de vontade eu preso no seu quarto é minha liberdade saudade  saudade  saudade","forró"
"811","furduncinho do rogerinho","rogerinho","forró","oh  dj aumenta o som aí vai começar furduncin  do rogerin perdido na putaria com várias bebezinha fazendo sacanagem louca perdido na cachorrada só cerveja gelada não tô valendo nada  então joga oh  balançando balança  balança esse popô então joga esse popô  bebê joga esse popô  neném joga esse popô  ai  ai  ai  ai joga esse popô  bebê joga esse popô  neném joga esse popô  ai  ai  ai  ai o furduncin  do rogerin que vai fazer balançar o furduncin  do rogerin que vai fazer balançar e ela_similares pode  pode  pode sentar e ela_similares pode  pode  pode sentar oh  dj  oh  dj quando eu contar de um até três ela_similares vão jogar um  dois  três  joga só balançando  balançando balançando o popô só balançando  balançando balançando o popô só balançando  balança balance o popô só balançando  balançando vai  vai  vai  vai  vai  vai oh  morena gostosa do     tu vai sentar pro puto ou vai sentar pro putinho  loira gostosa do     vai sentar pro puto ou vai sentar pro dou tapão nessa sua bunda  dou dou tapão na bunda  dou dou tapão na bunda  vai dou tapão nessa sua bunda  dou dou tapão na bunda  dou dou tapão na bunda dou tapão na bunda eu já tô preparado  beque bolado tênis da nike e um cordão coloquei o melhor perfume pra você  bebê o familia_masc tá bonitão o familia_masc tá cheirosão o familia_masc tá bonitão o familia_masc tá cheirosão e hoje eu só taco  taco  taco na familia_fem do bundão hoje eu só taco  taco  taco na familia_fem do bu hoje eu só taco  taco  taco na familia_fem do bun hoje eu só taco  taco  taco na familia_fem do hoje eu só taco  taco nesse bundão hoje eu só taco  taco no seu bundão  bebê taco  taco nesse bundão hoje eu só taco  taco nesse bundão furduncin  do rogerin meu parceiro  nome_masc loud cds buji do cavado  o alagoano estourado dj nome_masc","forró"
"812","piseiro tocando alto","forró do hf","forró","olha chegou fim de semana tá tudo preparado piseiro e paredão ninguém vai ficar parado aumenta o som ai bota o teclado pra voar essa noite aqui promete nós vamos cabarezar as ela_similares tudo louca de uísque e red bull piseiro tocando alto e ela_similares mexendo o bumbum que a farra comece  vamos dançar rodando piseiro do raí  ela_similares dança rebolando i ll be with you from dusk till dawn i ll be with you from dusk till dawn e é assim  ó   ela_similares  i m right here   essa aqui é mais uma do forró do hf  olha chegou fim de semana tá tudo preparado piseiro e paredão ninguém vai ficar parado aumenta o som ai bota o teclado pra voar essa noite aqui promete nós vamos cabarezar as ela_similares tudo louca de uísque e red bull piseiro tocando alto e ela_similares mexendo o bumbum que a farra comece  vamos dançar rodando piseiro do ele_similares  ela_similares dança rebolando","forró"
"816","altas loucurinhas (uni duni tê) - ao vivo","matheus fernandes","forró","vem vem jogando gostosinho pra mim já faz um tempo que eu tô a fim falou que tu me que quer também oh  não vai ter ninguém pra nos atrapalhar eu tô outros_masc e tu também tá então chega logo pra gente se amar hoje a cama vai tremer a gente vai fazer só eu e você altas loucurinhas só pra enlouquecer hoje a cama vai tremer a gente vai fazer só eu e você altas loucurinhas só pra enlouquecer vem sentando vem jogando","forró"
"818","gostosinha é ela","felipe amorim","forró","mão no peito que vai começar o hino do after ai nome_masc amorim ela_similares tá outros_fem  mas não tá carente de revoada a familia_fem entende no bailão ela_similares joga o bumbum  tururururururu  coração de gelo mas a raba é quente carinha de ela_similares  mas é indecente não se apaixona por ele_similares nenhum  tururururururu  olha a sentadinha ela_similares muito gostosinha é ela_similares eu vou até bater palma para a raba ela_similares olha a sentadinha ela_similares muito gostosinha é ela_similares eu vou até bater palma para a raba ela_similares ela_similares tá outros_fem  mas não tá carente de revoada a familia_fem entende no bailão ela_similares joga o bumbum  tururururururu  coração de gelo mas a raba é quente carinha de ela_similares  mas é indecente não se apaixona por ele_similares nenhum  tururururururu  olha a sentadinha ela_similares muito gostosinha é ela_similares eu vou até bater palma para a raba ela_similares olha a sentadinha ela_similares muito gostosinha é ela_similares eu vou até bater palma para a raba ela_similares olha a sentadinha ela_similares muito gostosinha é ela_similares eu vou até bater palma para a raba ela_similares olha a sentadinha ela_similares muito gostosinha é ela_similares eu vou até bater palma para a raba ela_similares","forró"
"819","áudio que te entrega","leo santana","forró","e tá falando mal de mim que não vai mais voltar no grupo com as amigas só faz me difamar mas tenho salvo aqui todas nossas conversas os áudios que te entrega os áudios que te entrega ai ai ai ai ai amor volta comigo seu gostoso  seu safado  seu bandido ai amor volta comigo seu gostoso  seu safado  seu bandido oi bota aí o teu gemido do que eu faço contigo tu me chamando de gostoso  de safado de bandido oi bota aí o teu gemido do que eu faço contigo tu me chamando de safado  de gostoso de bandido oi bota aí o seu gemido do que eu faço contigo tu me chamando de safado  de gostoso e de bandido","forró"
"821","coladin (minha deusa)","zé vaqueiro","forró","toda vez que eu sinto seu perfume morro de vontade de fazer amor quando você me beija  me sinto nas nuvens tu és uma arte que deus desenhou minha deusa até desarrumada é perfeita não nasceu pra ser ela_similares outros_fem nasceu pra mim  pra viver coladim coladin  coladin  coladin minha deusa até desarrumada é perfeita não nasceu pra ser ela_similares outros_fem nasceu pra mim  pra viver coladim coladin  coladin  coladin","forró"
"822","no ouvidinho","felipe amorim","forró","tô me sentindo carente ô nunca mais tu ligou bateu saudade da gente no quarto botando o terror saudade da quicada malvada  da sentada malvada  gostosinha de mais saudade da tua voz saliente falando indecente bota vai  bota vai  bota vai aiaiaiai  eu gosto quando você senta com essa ele_similares de marrenta no ouvidinho você faz aiaiaiai eu gosto quando você joga com esse olhar de perigosa tua gemidinha é bom de mais aiaiaiai eu gosto quando você senta com essa ele_similares de marrenta no ouvidinho você faz aiaiaiai eu gosto quando você joga com esse olhar de perigosa tua gemidinha é bom de mais aiaiaiai tô me sentindo carente nunca mais tu ligou ai que saudade da gente no quarto botando o terror saudade da kikada malvada  da sentada malvada  gostosinha de mais saudade da tua voz saliente falando indecente bota vai  bota vai  bota vai aiaiaiai  eu gosto quando você senta com essa ele_similares de marrenta no ouvidinho você faz aiaiaiai eu gosto quando você joga com esse olhar de perigosa tua gemidinha é bom de mais aiaiaiai eu gosto quando você senta com essa ele_similares de marrenta no ouvidinho você faz aiaiaiai eu gosto quando você joga com esse olhar de perigosa tua gemidinha é bom de mais aiaiaiai","forró"
"950","fode bem","felipe amorim","forró","nome_fem falou pra nome_fem nome_fem falou pra nome_fem nome_fem que contou pra nome_fem que contou pra todas as amigas ela_similares que aqui a botada é bruta na socada  igual não tem bandido mau  mas com carinha de neném que depois que sentou pro puto não quer sentar pra ninguém bandido mau  mas com carinha de neném ele_similares fode  fode bem  ele_similares fode  fode bem bandido mau  mas com carinha de neném fode  fode bem  cê fode  fode bem bandido mau fode bem  cê fode  fode bem bandido mau  mas com carinha de neném nome_masc amorim e mc mika nome_fem falou pra nome_fem nome_fem falou pra nome_fem nome_fem que contou pra nome_fem que contou pra todas as amigas ela_similares que aqui a botada é bruta na socada  igual não tem bandido mau  mas com carinha de neném que depois que sentou pro puto não quer sentar pra ninguém bandido mau  mas com carinha de neném fode  fode  você fode  fode  fode bem bandido mau  mas com carinha de neném badido mau  mas com carinha de neném badido mau  mas com carinha de neném fode bem  cê fode  fode bem badido mau  mas com carinha de neném","forró"
"953","bem-vinda ao meu mundo","wesley safadão","forró"," eu tenho dependência disso aqui  ó   se eu passar um dia longe disso   é a merma coisa de ter passado uma eternidade   e não tem quem me faça largar esse vício   aqui é onde eu me sinto bem   aqui é onde eu sou feliz  assumo meu jeito matuto  meu estilo bruto minhas mãos calejadas já explicam tudo eu sou um vaqueiro e esse é meu mundo  meu mundo  eu sei que sou mal educado  bem desajeitado o meu cheiro é do gado  o meu amor é meu cavalo só ando montado e bem vinda ao meu mundo  meu mundo  e se a boiada não te incomoda monta no meu cavalo agora que tem um mundo pra nós dois lá fora bem vinda ao meu mundo meu jeito é matuto meu estudo é pouco mas o meu amor é muito bem vinda ao meu mundo de cavalo e boiada vem ser minha vaqueirinha e viver de vaquejada e viver de vaquejada assumo meu jeito matuto  meu estilo bruto minhas mãos calejadas já explicam tudo eu sou um vaqueiro e esse é meu mundo  meu mundo  eu sei que sou mal educado  bem desajeitado o meu cheiro é do gado  o meu amor é meu cavalo só ando montado e bem vinda ao meu mundo  meu mundo  isso é boiada  isso é boiada oh  e se a boiada não te incomoda e monta no meu cavalo agora que tem um mundo pra nós dois lá fora  bem vinda ao meu mundo  bem vinda ao meu mundo meu jeito é matuto meu estudo é pouco mas o meu amor é muito e bem vinda ao meu mundo de cavalo e boiada vem ser minha vaqueirinha e viver de vaquejada e viver de vaquejada bem vinda ao meu mundo meu jeito é matuto meu estudo é pouco mas o meu amor é muito bem vinda ao meu mundo de cavalo e boiada vem ser minha vaqueirinha e viver de vaquejada","forró"
"955","reboladin - o barulho é nosso!!!","forró boys","forró","tô chegando no piseiro e a galera animada com meu copão de whisky  só de rolê na quebrada só suntando o movimento colado com os mulekin no meio da ela_similares só no reboladin reboladin reboladin reboladin reboladin vai ele_similares  vai doidim no meio da ela_similares botando para sacudir e as familia_fem dando em cima e eu muito louco bebendo  dançando a ela_similares tudo louca dando em cima de mim e eu só no swingado mostrando o reboladin","forró"
"956","faz teu nome","felipe amorim","forró","sinceramente que viagem louca ela_similares nem esperou hoje sair da minha boca já veio me falando que eu só quero ela_similares sem roupa que só ficar pra ela_similares não era o suficiente sinceramente cê gosta de confusão  eu não não te prometi amor  eu só zera emoção com paixão  claro que se tu quiser eu não ele_similares calor tô com saudade  tá bom me liga se não é verdade usar o coração some não  que eu te quero desculpa que eu sou da rua da noite  do bolo faz teu nome  roda aí que eu te espero vim pra minha cama de novo  de novo  de novo some não  que eu te quero desculpa que eu sou da rua da noite  do bolo faz teu nome  roda aí que eu te espero vim pra minha cama de novo  de novo  de novo  de novo cê sabe que eu sempre te espero  né  cê roda  cê roda  cê roda mas sem parar aqui sinceramente  que viagem louca ela_similares nem esperou hoje sair da minha boca já veio me falando que eu só quero ela_similares sem roupa que só ficar pra ela_similares não era o suficiente sinceramente cê gosta de confusão  eu não não te prometi amor  eu só zera emoção com paixão  claro que se tu quiser eu não ele_similares calor tô com saudade  tá bom liga se não inventar de usar o coração some não  que eu te quero desculpa que eu sou da rua da noite  do bolo faz teu nome  roda aí que eu te espero vim pra minha cama de novo  de novo  de novo olha que some não  que eu te quero desculpa que eu sou da rua da noite  do bolo faz teu nome  roda aí que eu te espero vem pra minha cama de novo  de novo  de novo  de novo","forró"
"957","muído de vaquejada","kelvy pablo","forró","chama as bichinha vai rolar esquenta no posto de gasolina cerveja gelada mais tarde tem muído de vaquejada boi no chão  forró  ela_similares  cachaça e som de paredão pode chamar que tem curtição  pegar o sol com a mão isso é festa de interior festa de interior festa de interior chama as bichinha vai rolar esquenta no posto de gasolina cerveja gelada mais tarde tem muído de vaquejada boi no chão  forró  ela_similares  cachaça e som de paredão pode chamar que tem curtição  pegar o sol com a mão isso é festa de interior festa de interior festa de interior","forró"
"959","tdah","kelvy pablo","forró","sou aquele ele_similares do tipo esquecido que esquece tudo em todo lugar óculos no uber  carteira no fut até as minhas contas eu esqueço de pagar hoje eu acordei com uma ligação inesperada uma louca me ligando com a voz alterada minha memória andou dando umas falhada ontem eu esqueci que eu tinha familia_fem amor  calma que eu posso te explicar tu sabe que eu sou esquecido mesmo achei que tava outros_masc não sou safado  só tenho tdah","forró"
