"linha_original_aproximada","Nome da Música","Artista","Gênero Musical","Letra da Música","genero_filtrado"
"51124","quer saber?","thiaguinho","pagode","oi  amor 
sei que você pensa
já não faz nenhum sentido eu te chamar de amor
me perdoe  eu não consigo evitar  amor 
a minha mão discou teu número  foi sem querer
se acabou  diz pra mim
o que é que eu faço pra acabar  com a dor
eu já rasguei o seu retrato  mas não se rasgou
eu trago na minha memória mil imagens de nós dois
e os versos que escrevemos
de uma história de amor  sem fim
você virou a página e se esqueceu de consultar a mim
quer saber 
quer saber  será
foi deus mesmo quem te deu coragem para me entender 
quer saber  eu acho que foi mero acaso
você disse que foi sem querer
quer saber  se a nossa história fosse nada
eu nem iria te atender
quer saber  desligue o telefone
e vem aqui na porta agora  pra eu te ver
oi  amor 
sei que você pensa
já não faz nenhum sentido eu te chamar de amor
me perdoe  eu não consigo evitar  amor 
eu tava tão acostumado a passar por aqui
bom te ver  você tá bonita
e essa blusinha fui eu quem te deu
eu tô querendo ler aqueles livros  você se esqueceu
a minha mãe mandou mil beijos de saudades
sinceramente  muita coisa tua
eu não tô nem afim de devolver
tantos presentes  momentos lindos
aquela briga você se lembra 
nada é só meu  nada é só teu  é tesouro nosso 
depois de tudo isso você diz que é capaz de se esquecer 
quer saber 
quer saber  eu sei que é mesmo uma loucura
mas que tal uma proposta 
quer saber  se não houvesse esperança
você não teria aberto essa porta
quer saber  dos presentes que eu te dei
meu coração  eu não aceito de volta
quer saber  vem aqui me dá um beijo
o seu olhar já me deu a resposta ","pagode"
"51125","resenha","thiaguinho","pagode","já faz um tempo que eu tô atrás de você
mesmo sabendo que você não vai me querer
já me disseram que esse é o seu jeito de ser
que não dá moral pra ninguém  mais eu não desisto
cê vai ver
que se me der ouvido e parar pra escutar
inevitavelmente vai querer me provar
eu tenho fogo para aquecer o seu coração
se me desse atenção  não vai ter pra onde fugir não
eu sei que eu consigo te convencer
com meu papo não tem como me esquecer
sou assim  se quero alguém
ouça o que eu digo  eu só quero o nosso bem
chega de tanta resenha 
pois de qualquer maneira te quero pra mim
só pode ser brincadeira  ninguém quer ser solteira
não mente pra mim
  não  não  
chega de tanta resenha 
pois de qualquer maneira te quero pra mim
só pode ser brincadeira  ninguém quer ser solteira
não mente pra mim
que resenha hein ","pagode"
"51126","quer beijinho","thiaguinho","pagode"," não tem brincadeira  ham    eu falei  
meu amor 
você deve estar brincando com a minha cara
pára  pára  pára
por favor 
se não quer ficar comigo então pára
pára  pára  pára
eu te mimo  dou carinho
e você não quer
fica louca quando eu falo de outra mulher
se liga menina  fica ou sai de cima
sim  não quero mais
meu amor 
quando eu me aproximo o seu corpo arde
arde  arde  arde
dá calor  quando treme é que a paixão é de verdade
 ade  ade  ade 
nosso fogo é um jogo que eu não sei perder
nossa cama fica em chama quente de prazer
se liga garota  beija a minha boca
sim  eu quero mais
eu vou puxar o seu cabelo e sei que vai gostar
eu vou beijar seu corpo inteiro até você pirar
tu quer beijinho  quer 
então me pede com carinho
que eu dou tudo que quiser
a sua melhor fantasia vou satisfazer
filmar a noite inteira pra depois a gente ver
quer mais beijinho  quer 
então prepara este corpinho
você sabe como é
toma lelê
lê  lê  lê  lê
lê  lê  lê  lê
 ah muleke  
lê  lê  lê  lê
 vai segurando 
lê  lê  lê  lê
 toma lelê 
lê  lê  lê  lê
 no lelê 
lê  lê  lê  lê
 vai  mulequinho  
lê  lê  lê  lê
 tóis 
lê  lê  lê  lê
meu amor 
você deve estar brincando com a minha cara
pára  pára  pára
por favor 
se não quer ficar comigo então pára
pára  pára  pára
eu te mimo  dou carinho
e você não quer
fica louca quando eu falo de outra mulher
se liga menina  fica ou sai de cima
sim  não quero mais
meu amor 
quando eu me aproximo o seu corpo arde
arde  arde  arde
dá calor  quando treme é que a paixão é de verdade
 ade  ade  ade 
nosso fogo é um jogo que eu não sei perder
nossa cama fica em chama quente de prazer
se liga garota  beija a minha boca
sim  eu quero mais
eu vou puxar o seu cabelo e sei que vai gostar
eu vou beijar seu corpo inteiro até você pirar
tu quer beijinho  quer 
então me pede com carinho
que eu dou tudo que quiser
a sua melhor fantasia vou satisfazer
filmar a noite inteira pra depois a gente ver
quer mais beijinho  quer 
então prepara este corpinho
você sabe como é
eu vou puxar o seu cabelo e sei que vai gostar
 eu vou puxar bem de leve tá   ou não 
eu vou beijar seu corpo inteiro até você pirar
tu quer beijinho  quer 
então me pede com carinho
que eu dou tudo que quiser
a sua melhor fantasia vou satisfazer
filmar a noite inteira pra depois a gente ver
quer mais beijinho  quer 
então prepara este corpinho
você sabe como é
toma lelê
lê  lê  lê  lê
 é isso aí 
lê  lê  lê  lê
 no pagodjé 
lê  lê  lê  lê
 vai  mulequinho  
lê  lê  lê  lê
 toma que toma que toma lelê 
lê  lê  lê  lê
 ê  ê 
lê  lê  lê  lê
 vai  mulequinho  
lê  lê  lê  lê
 quer mais beijinho  
lê  lê  lê  lê
quer beijinho do neguinho 
então toma ","pagode"
"51127","quanto tempo","thiaguinho","pagode","quanto tempo a gente tá tentando
separar o que deus quer juntinho
quanto tempo a gente tá lutando
pra deixar o amor bem protegido
quanto tempo a gente tá brigando
indo contra o nosso destino
quanto tempo a gente tá jogando 
fora  tudo o que foi construído
nós temos sinais o tempo todo
que não deixam você ir
te fazem ficar aqui
e mesmo assim nós dois tentando se enganar
mas deus não quer deixar a gente errar
ele não quer que a gente sofra pra enxergar
o jeito que entrou na minha vida é pra ficar
e eu não imagino outra pessoa
aqui  é o teu lugar
perto de mim é que tem que ficar
não tem amor no mundo igual a esse daqui
que tem um dedo do além e que faz prosseguir
e de novo a gente consegue deixar pra lá","pagode"
"51128","prepare o seu coração","thiaguinho","pagode","prepare o seu coração  prepare o seu coração
que é hora de samba
prepare o seu coração  prepare o seu coração
que é hora de samba
hoje eu vou com tudo pro rolê
quero nem saber se vão falar
já tá tudo certo com os parça
o esquenta é lá em casa
e não vale abandonar
a galera é nota um milhão
shot na tampinha sem parar
todo mundo tá ficando pronto
e eu também que não sou santo
já mandei organizar
organiza 
quebra tudo 
hoje aqui ninguém é de ninguém
mas eu tô doidinho pra ser de alguém
gelo  azaração e paz e bem  cheguei  peguei
para tudo 
para o mundo 
hoje eu vou descer na estação
onde bate forte o coração","pagode"
"51129","pretinho carente","thiaguinho","pagode","sei que é difícil mais eu vou encontrar um alguém pra viver 
um amor pra valer 
eu não sou maluco sei que tem por ai pensamentos
assim como o meu  como o meu 
quero namorada de pracinha e de cinema
quero aquele tempo de namoro mais fiel
quero aquela boca de beijar e arrepiar
quero na verdade um amor pra eternizar 
 refrão 
quero alguém que possa cuidar
de um pretinho carente que chora
sem ninguém  sem ninguém 
quero alguém que possa me dar
um carinho que mande embora
o sofrer  o sofrer 
sei que é dificil mais eu vou encontrar um alguém pra viver
um amor pra valer
eu não to maluco sei que tem por ai pensamentos
assim como o meu  como o meu 
quero namorada de pracinha e de cinema
quero aquele tempo de namoro mais fiel
quero aquela boca de beijar e arrepiar
quero na verdade um amor pra eternizar 
 refrão 
quero alguém que possa cuidar
de um pretinho carente que chora
sem ninguém  sem ninguém 
quero alguém que possa me dar
um carinho que mande embora
o sofrer  o sofrer ","pagode"
"51130","pra que viver nesse mundo?","thiaguinho","pagode","toca  toca  toca o telefone  cai na caixa postal
só quero uma chance de explicar
que o que eu fiz não foi legal
  cê  tá brincando com a minha cara 
nossa história é linda  eu errei e sei que fiz por merecer
mas não vejo nada no futuro acontecer sem ter você
pra que viver nesse mundo
se não existe você
que me faz ser tão seguro
e que me faz sonhar
eu prefiro perder tudo
do que ter que te perder
espero que lá no fundo
você possa me escutar
tudo que eu te peço é
por favor não me deixe aqui
não vai não  não vai não
sem você eu não vou ser feliz
não vou não  não vou não
não me faça desistir
não faz não  não faz não
minha razão pra sorrir
não vire as costas pra mim
por favor não me deixa aqui
não vai não  não vai não
sem você não vou ser feliz
não vou não  não vou não
não me faça desistir
não faz não  não faz não
minha razão pra sorrir
não vire as costas pra mim
não existe mais razão
não existe mais sentido
sem você pra dar a mão  tô sem rumo  fico tão perdido
sei que parece humilhação  mas não é não
peço perdão  e até ajoelho no chão paixão se for preciso
pra que viver nesse mundo
se não existe você
que me faz ser tão seguro
e que me faz sonhar
eu prefiro perder tudo
do que ter que te perder
espero que lá no fundo
você possa me escutar
tudo que eu te peço é
por favor não me deixe aqui
não vai não  não vai não
sem você eu não vou ser feliz
não vou não  não vou não
não me faça desistir
não faz não  não faz não
minha razão pra sorrir
não vire as costas pra mim
por favor não me deixe aqui
não vai não  não vai não
sem você eu não vou ser feliz
não vou não  não vou não
não me faça desistir
não faz não  não faz não
minha razão pra sorrir
não vire as costas pra mim
por favor não me deixe aqui
não vai não  não vai não
sem você eu não vou ser feliz
não vou não  não vou não
não me faça desistir não
não faz não  não faz não
minha razão pra sorrir
não vire as costas pra mim
por favor não me deixe aqui
não vai não  não vai não
sem você eu não vou ser feliz
não vou não  não vou não
não me faça desistir
não faz não  não faz não
minha razão pra sorrir
não vire as costas pra mim
toca  toca  toca o telefone  cai na caixa postal","pagode"
"51131","puxando","thiaguinho","pagode"," puxa de cá  puxa de lá  é fogo alto moleque 
não dá pra entender nada 
só quem já viveu um lance assim que vai saber
paixão desenfreada  não tem hora e nem lugar pra acontecer
as vezes é difícil  eu sei que passamos dos limites sem notar
é sempre um sacrifício  quando começamos não dá pra parar
principalmente quando põe aquela roupa  que eu gosto de te ver
fica difícil segurar a nossa onda  é muito prazer
puxa  repuxa  não dá pra parar
só uma ducha pra gente esfriar
pega  me pega  te quero assim
gosta e não nega  pede até o fim
vem  vem  vem  vem     x 
refrão 
eu puxando  ela me puxando 
de repente a gente fica num swing diferente de se ver
eu puxando  ela me puxando 
de repente todo mundo fica olhando pra nós dois sem entender
eu puxando  ela me puxando 
de repente a gente fica num swing diferente de se ver
eu puxando  ela me puxando 
de repente a nossa boca encosta uma na outra e começa a ferver
eu puxando  ela me puxando 
de repente a gente fica num swing diferente de se ver
eu puxando  ela me puxando 
de repente todo mundo fica olhando pra nós dois sem entender
eu puxando  ela me puxando 
de repente a gente fica num swing diferente de se ver
eu puxando  ela me puxando 
de repente a nossa boca encosta uma na outra e começa a ferver
 ai já era 
   nathyferry","pagode"
"51132","pra você","thiaguinho","pagode","você nem quis ouvir o que eu sentia
e é por isso que não deu pra te esperar
você não entendeu o que eu queria
era te levar daqui pra nunca mais
ouvir dizer que eu não servia pra te fazer feliz
fiz esse reggae pra você
pra nunca mais se esquecer
que eu ainda tô aqui
e que não tem por que fugir
e quando ouvir cê vai saber
que nada foi em vão
foi tudo por você
deixa acontecer
fiz esse reggae pra você
pra nunca mais se esquecer
que eu ainda tô aqui
e que não tem por que fugir
e quando ouvir cê vai saber
que nada foi em vão
foi tudo por você","pagode"
"51133","poupa meu tempo","thiaguinho","pagode","não
eu desisto
não levo pra frente essa relação
você ficou tão cara de pau
eu tô sem opção
você mente tão bem
deveria ir pra televisão
chega desse seu jeito criança
juro  eu te desejo o melhor
por que o pior eu já enfrentei
caí  levantei
e se você pensa que a gente ainda tem volta
já tô te dando não como resposta
poupa seu tempo
poupa meu tempo
vai se ocupar
agora pode fazer o que gosta
sem ninguém pra ficar na sua cola
poupa seu tempo
poupa meu tempo
vai se ocupar","pagode"
"51134","popará","thiaguinho","pagode","popará
para com essa paradinha de ficar sempre na minha
querendo me atrasar
popará
por que eu já superei
você já é minha ex
não adianta forçar
eu parei
chegou ao fim a nossa história
eu não sei
por que quer dar valor agora 
cadê a malandrona agora 
você mais eu  já caí fora
ah  tá me seguindo
e viu que eu tô tirando onda todo dia
eu tô voando de um jeito que você nem imagina
ah  pode fuçar
tô nem aí
desculpa aí","pagode"
"51135","ponto para os negrithin","thiaguinho","pagode","ah  graças a deus né
vivendo um grande momento
deixa de marra e vem
para de nhem nhem nhem
mete uma mala e no final sabe o que vai rolar
ligo  fala  não vem
dá um tempinho e vem
eu dou risada porque sei que quer valorizar
ah  graças a deus
tô vivendo um grande momento
deixa o muleke brincar
a gente é isso
aceita e vamos decolar
sabe que eu sou liso
e quando abro esse sorriso  xi 
um abraço já era
ninguém supera
ponto para os negrithin","pagode"
